path,category,reason,confidence,superseded_by,size_bytes,modified_time
outputs/archive/old_verification/kg_runtime_verification_semantic_patch_summary.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,8855,2026-03-26T21:04:09
outputs/baseline_metrics_plus_report.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,1875,2026-05-27T10:24:50
outputs/candidate_fusion_experiment_summary.csv,ARCHIVE_CANDIDATE,"Earlier candidate-fusion summary table, superseded by current metrics CSVs.",high,data/eval/metrics/hybrid_candidate_fusion_metrics_summary.csv,520,2026-05-23T23:25:47
outputs/candidate_fusion_experiment_summary.json,ARCHIVE_CANDIDATE,"Earlier candidate-fusion JSON summary, superseded by current metrics/report artifacts.",high,outputs/hybrid_candidate_fusion_analysis.md,8642,2026-05-23T23:25:47
outputs/candidate_fusion_experiment_summary.md,ARCHIVE_CANDIDATE,"Earlier candidate-fusion summary, superseded by current hybrid_candidate_fusion_analysis.md.",high,outputs/hybrid_candidate_fusion_analysis.md,3513,2026-05-23T23:25:47
outputs/candidate_fusion_per_query_delta.csv,ARCHIVE_CANDIDATE,"Earlier candidate-fusion per-query delta, superseded by current by-query metrics.",high,data/eval/metrics/hybrid_candidate_fusion_metrics_by_query.csv,4152,2026-05-23T23:25:47
outputs/competency_questions_results.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,22520,2026-05-21T19:51:13
outputs/competency_questions_summary.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,1285,2026-05-21T19:51:13
outputs/document_fact_backfill_report.csv,ARCHIVE_CANDIDATE,Backfill-generation report; final coverage audit and final ontology are the current evidence.,high,outputs/document_fact_coverage_audit.json,16159,2026-04-20T20:59:49
outputs/document_fact_backfill_report.json,ARCHIVE_CANDIDATE,Backfill-generation report; final coverage audit and final ontology are the current evidence.,high,outputs/document_fact_coverage_audit.json,32666,2026-04-20T20:59:49
outputs/document_fact_coverage_audit.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,29718,2026-04-25T21:58:35
outputs/document_fact_coverage_audit.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,101245,2026-04-25T21:58:35
outputs/error_analysis_core.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,8987,2026-05-21T20:00:28
outputs/error_analysis_summary.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,619,2026-05-21T20:00:28
outputs/evaluation_layers_summary.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,28227,2026-05-23T23:13:33
outputs/evaluation_layers_summary.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,8041,2026-05-23T23:13:33
outputs/extended_query_evaluation_report.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,5464,2026-05-27T10:15:54
outputs/extended_query_judgment_audit.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,1392,2026-05-27T10:15:54
outputs/figures/fig_ablation_key_metrics.pdf,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,25629,2026-05-26T19:53:52
outputs/figures/fig_ablation_key_metrics.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,216020,2026-05-26T19:53:51
outputs/figures/fig_baseline_key_metrics.pdf,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,24211,2026-05-26T19:49:46
outputs/figures/fig_baseline_key_metrics.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,190013,2026-05-26T19:49:45
outputs/figures/fig_candidate_fusion_summary.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,159510,2026-05-27T09:55:27
outputs/figures/fig_extended_evaluation_summary.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,183330,2026-05-27T10:22:26
outputs/figures/fig_hybrid_vector_metadata_delta_by_group.png,ASK_BEFORE_ARCHIVE,"Similar to the final hybrid-vs-vector-metadata group figure but not in the expected final figure list; recently modified, so confirm.",medium,outputs/figures/fig_hybrid_vs_vector_metadata_by_group.png,227742,2026-05-27T17:47:34
outputs/figures/fig_hybrid_vs_vector_metadata_by_group.pdf,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,25209,2026-05-26T19:52:25
outputs/figures/fig_hybrid_vs_vector_metadata_by_group.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,165347,2026-05-26T19:52:24
outputs/figures/fig_kg_ablation_summary.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,175540,2026-05-27T10:41:18
outputs/figures/fig_kg_runtime_contribution_summary.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,245471,2026-05-27T18:13:39
outputs/figures/fig_kg_score_components.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,136658,2026-05-27T10:34:08
outputs/figures/fig_quality_latency_tradeoff.pdf,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,24883,2026-05-26T19:55:00
outputs/figures/fig_quality_latency_tradeoff.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,149441,2026-05-27T17:41:58
outputs/figures/fig_query_expansion_examples.png,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,190973,2026-05-27T10:50:20
outputs/final_score_formula_and_runtime_flow.md,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,4268,2026-05-25T19:37:14
outputs/final_submission_file_checklist.md,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,8973,2026-05-25T19:39:25
outputs/hybrid_candidate_fusion_analysis.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,4255,2026-05-27T09:51:58
outputs/hybrid_vs_vector_metadata_by_group.csv,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,1059,2026-05-25T19:05:27
outputs/hybrid_vs_vector_metadata_by_group.md,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,1725,2026-05-25T19:05:27
outputs/kg_ablation_analysis.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,4818,2026-05-27T10:41:18
outputs/kg_runtime_verification.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,23455,2026-05-09T15:27:35
outputs/kg_score_component_analysis.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,212887,2026-05-27T10:34:08
outputs/kg_score_component_analysis.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,6222,2026-05-27T10:34:08
outputs/metadata_normalization_report.csv,ARCHIVE_CANDIDATE,Intermediate metadata normalization report; cleaned metadata XLSX is final.,high,data/metadata/document_metadata_cleaned.xlsx,18236,2026-04-20T20:59:49
outputs/metadata_normalization_report.json,ARCHIVE_CANDIDATE,Intermediate metadata normalization report; cleaned metadata XLSX is final.,high,data/metadata/document_metadata_cleaned.xlsx,44426,2026-04-20T20:59:49
outputs/ontology_quality_check.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,3759,2026-05-21T20:02:15
outputs/ontology_quality_check.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,2652,2026-05-23T00:58:33
outputs/ontology_reasoner_consistency_check.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,6204,2026-05-23T23:07:27
outputs/ontology_reasoner_consistency_check.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,2807,2026-05-23T23:07:27
outputs/query_expansion_design.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,7330,2026-05-27T10:50:20
outputs/query_expansion_examples.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,61704,2026-05-27T10:50:20
outputs/query_understanding_profiles.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,14799,2026-05-23T23:31:44
outputs/query_understanding_profiles.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,41738,2026-05-23T23:31:44
outputs/query_understanding_profiles.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,9673,2026-05-23T23:31:44
outputs/semantic_patch_final_assessment.md,ARCHIVE_CANDIDATE,Old semantic patch assessment; final ontology/runtime checks are newer and source-of-truth remains data/ontology/taxon_enriched_facts_v2.owl.,high,outputs/ontology_quality_check.md,1480,2026-03-28T14:59:31
outputs/semantic_rule_candidate_facts.csv,ASK_BEFORE_ARCHIVE,Large semantic-rule prototype output; confirm whether still cited before archiving.,medium,outputs/semantic_rule_candidate_facts.md,350130,2026-05-23T23:40:58
outputs/semantic_rule_candidate_facts.json,ASK_BEFORE_ARCHIVE,Large semantic-rule prototype output; confirm whether still cited before archiving.,medium,outputs/semantic_rule_candidate_facts.md,707687,2026-05-23T23:40:58
outputs/semantic_rule_candidate_facts.md,ASK_BEFORE_ARCHIVE,Semantic-rule prototype report; keep only if cited as future work.,medium,outputs/query_expansion_design.md,6896,2026-05-23T23:40:58
outputs/semantic_rule_scoring_opportunities.csv,ASK_BEFORE_ARCHIVE,Semantic-rule opportunity table; unclear final use.,medium,outputs/semantic_rule_candidate_facts.md,2829,2026-05-23T23:40:58
outputs/semantic_rules_and_label_strategy.md,ASK_BEFORE_ARCHIVE,Semantic-rule/label strategy note; keep only if thesis text still cites this future-work discussion.,medium,outputs/query_expansion_design.md,17078,2026-05-21T20:10:14
outputs/streamlit_demo_notes.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,1419,2026-05-25T19:05:27
outputs/taxon_enriched_facts_v2_backfilled_runtime.owl,ARCHIVE_CANDIDATE,Experimental backfilled runtime ontology; final runtime ontology is in data/ontology/.,high,data/ontology/taxon_enriched_facts_v2.owl,179851,2026-04-20T20:59:49
outputs/wilcoxon_hybrid_vs_vector_metadata.csv,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,1146,2026-05-23T22:51:30
outputs/wilcoxon_hybrid_vs_vector_metadata.json,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,3481,2026-05-23T22:51:30
outputs/wilcoxon_hybrid_vs_vector_metadata.md,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,2285,2026-05-23T22:51:30
post_clean_metadata_cleanup.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,3545,2026-03-30T22:03:33
README.md,KEEP_FINAL,Current final report/figure/metric artifact used for the main submission package.,high,,1781,2026-05-18T19:15:00
run_candidate_fusion_experiment.py,ARCHIVE_CANDIDATE,Earlier candidate-fusion runner at project root; newer experiment script is under experiments/.,high,experiments/run_hybrid_candidate_fusion.py,32842,2026-05-23T23:24:45
run_core_baselines.py,NEVER_TOUCH,Final runtime/evaluation source-of-truth explicitly protected from archive proposals.,high,,26269,2026-05-23T00:59:00
run_wilcoxon_significance_test.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,14551,2026-05-23T22:52:16
semantic_normalization.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,8261,2026-03-30T22:03:33
sync_metadata_to_owl.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,19167,2026-04-07T10:36:35
validate_semantic_patch.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,19963,2026-03-30T22:03:34
vector_search.py,NEVER_TOUCH,Final runtime/evaluation source-of-truth explicitly protected from archive proposals.,high,,8624,2026-05-18T19:16:06
vector_store/chunks.index,NEVER_TOUCH,Current vector index needed by demo/runtime; do not archive unless demo/index regeneration is explicitly approved.,high,,39252525,2026-04-19T00:59:33
vector_store/chunks_meta.pkl,NEVER_TOUCH,Current vector index needed by demo/runtime; do not archive unless demo/index regeneration is explicitly approved.,high,,22144185,2026-04-19T00:59:33
vector_store/config.pkl,NEVER_TOUCH,Current vector index needed by demo/runtime; do not archive unless demo/index regeneration is explicitly approved.,high,,90,2026-04-19T00:59:33
vector_store_backup_round10/chunks.index,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,38518317,2026-04-01T20:25:46
vector_store_backup_round10/chunks_meta.pkl,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,21633189,2026-04-01T20:25:46
vector_store_backup_round10/config.pkl,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,90,2026-04-01T20:25:46
vector_store_backup_round11_after_tb_fix/chunks.index,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,39075885,2026-04-18T23:44:53
vector_store_backup_round11_after_tb_fix/chunks_meta.pkl,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,22023357,2026-04-18T23:44:53
vector_store_backup_round11_after_tb_fix/config.pkl,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,90,2026-04-18T23:44:53
vector_store_backup_round12_after_ria3_fix/chunks.index,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,38694957,2026-04-19T00:30:43
vector_store_backup_round12_after_ria3_fix/chunks_meta.pkl,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,21754021,2026-04-19T00:30:44
vector_store_backup_round12_after_ria3_fix/config.pkl,ARCHIVE_CANDIDATE,Backup vector index directory; current runtime uses vector_store/ and backups are large historical artifacts.,high,vector_store/,90,2026-04-19T00:30:44
verify_disease_priority_queries.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,3563,2026-03-30T22:03:33
verify_kg_runtime.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,11289,2026-04-25T20:35:35
verify_ontology_quality.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,15245,2026-05-21T20:02:09
verify_ontology_reasoner_consistency.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,18133,2026-05-23T23:07:18
verify_queries_after_alias_metadata_cleanup.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,4180,2026-03-30T22:03:33
