candidate_id,rule_group,rule_name,subject_type,subject_id,predicate,object_type,object_id,source_evidence,confidence_level,should_assert,reason_not_asserted,example_query_ids_if_relevant,note
SRC_0401,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TB_007,candidateHasSymptomContext,symptom,Bỏ ăn,TB_007 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0402,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TB_007,candidateHasSymptomContext,symptom,Đốm trắng,TB_007 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom WhiteSpot,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0403,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TB_007,candidateHasPreventionContext,prevention,An toàn sinh học,TB_007 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0404,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TB_007,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),TB_007 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0405,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TB_007,candidateHasTreatmentContext,treatment,Tăng sục khí,TB_007 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0406,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TB_007,candidateHasTreatmentContext,treatment,Thay nước,TB_007 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0407,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,TCKHTS_001,candidateHasPathogenContext,pathogen,Virus đốm trắng (WSSV),TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease causedBy WSSV,medium,false,candidate only; manual review required,DS_002;LO_002;LO_006,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0408,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCKHTS_001,candidateHasSymptomContext,symptom,Lờ đờ,TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0409,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCKHTS_001,candidateHasSymptomContext,symptom,Bỏ ăn,TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0410,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCKHTS_001,candidateHasSymptomContext,symptom,Đốm trắng,TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom WhiteSpot,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0411,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TCKHTS_001,candidateHasPreventionContext,prevention,An toàn sinh học,TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0412,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TCKHTS_001,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0413,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TCKHTS_001,candidateHasTreatmentContext,treatment,Tăng sục khí,TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0414,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TCKHTS_001,candidateHasTreatmentContext,treatment,Thay nước,TCKHTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0415,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,TCKHTS_001,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,TCKHTS_001 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0416,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCKHTS_001,candidateHasSymptomContext,symptom,Lờ đờ,TCKHTS_001 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0417,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCKHTS_001,candidateHasSymptomContext,symptom,Bỏ ăn,TCKHTS_001 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0418,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCKHTS_001,candidateHasSymptomContext,symptom,Gan tụy bất thường,TCKHTS_001 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0419,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TCKHTS_001,candidateHasPreventionContext,prevention,An toàn sinh học,TCKHTS_001 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0420,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TCKHTS_001,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),TCKHTS_001 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0421,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TCKHTS_001,candidateHasTreatmentContext,treatment,Tăng sục khí,TCKHTS_001 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0422,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TCKHTS_001,candidateHasTreatmentContext,treatment,Thay nước,TCKHTS_001 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0423,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,TCTS_001,candidateHasPathogenContext,pathogen,Virus đốm trắng (WSSV),TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease causedBy WSSV,medium,false,candidate only; manual review required,DS_002;LO_002;LO_006,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0424,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCTS_001,candidateHasSymptomContext,symptom,Lờ đờ,TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0425,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCTS_001,candidateHasSymptomContext,symptom,Bỏ ăn,TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0426,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,TCTS_001,candidateHasSymptomContext,symptom,Đốm trắng,TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom WhiteSpot,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0427,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TCTS_001,candidateHasPreventionContext,prevention,An toàn sinh học,TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0428,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,TCTS_001,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0429,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TCTS_001,candidateHasTreatmentContext,treatment,Tăng sục khí,TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0430,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,TCTS_001,candidateHasTreatmentContext,treatment,Thay nước,TCTS_001 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0431,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Tôm sú,hasLocationRangeContext,location,Vùng biển miền Trung,Tom_su isFoundIn Vung_bien_mien_Trung,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0432,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Tôm thẻ chân trắng,hasLocationRangeContext,location,Ven biển Khánh Hòa,Tom_the_chan_trang isFoundIn Ven_bien_Khanh_Hoa,high,false,candidate only; manual review required,LO_001;LO_004,Direct taxon-location KG relation.
SRC_0433,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Cá bớp,hasLocationRangeContext,location,Ven biển Khánh Hòa,Ca_bop isFoundIn Ven_bien_Khanh_Hoa,high,false,candidate only; manual review required,LO_001;LO_004,Direct taxon-location KG relation.
SRC_0434,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Tôm hùm bông,hasLocationRangeContext,location,Ven biển Khánh Hòa,Tom_hum_bong isFoundIn Ven_bien_Khanh_Hoa,high,false,candidate only; manual review required,LO_001;LO_004,Direct taxon-location KG relation.
SRC_0435,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Ốc hương,hasLocationRangeContext,location,Ven biển Khánh Hòa,Oc_huong isFoundIn Ven_bien_Khanh_Hoa,high,false,candidate only; manual review required,LO_001;LO_004,Direct taxon-location KG relation.
SRC_0436,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Tôm thẻ chân trắng,hasLocationRangeContext,location,Ven biển Ninh Thuận,Tom_the_chan_trang isFoundIn Ven_bien_Ninh_Thuan,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0437,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Ốc hương,hasLocationRangeContext,location,Ven biển Ninh Thuận,Oc_huong isFoundIn Ven_bien_Ninh_Thuan,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0438,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Hàu Thái Bình Dương,hasLocationRangeContext,location,Ven biển Ninh Thuận,Hau_Thai_Binh_Duong isFoundIn Ven_bien_Ninh_Thuan,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0439,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Cá bớp,hasLocationRangeContext,location,Ven biển Phú Yên,Ca_bop isFoundIn Ven_bien_Phu_Yen,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0440,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Tôm hùm bông,hasLocationRangeContext,location,Ven biển Phú Yên,Tom_hum_bong isFoundIn Ven_bien_Phu_Yen,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0441,taxon-location-production mode,taxon_isFoundIn_location_context,taxon,Hàu Thái Bình Dương,hasLocationRangeContext,location,Ven biển Phú Yên,Hau_Thai_Binh_Duong isFoundIn Ven_bien_Phu_Yen,high,false,candidate only; manual review required,,Direct taxon-location KG relation.
SRC_0442,taxon-location-production mode,document_taxon_production_mode_context,document,BIOLOGY_001,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm thẻ chân trắng | Nuôi trồng,BIOLOGY_001 aboutTaxon Tom_the_chan_trang; BIOLOGY_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0443,taxon-location-production mode,document_taxon_production_mode_context,document,BIOLOGY_001,candidateHasTaxonProductionModeContext,taxon_mode_pair,shrimp | Nuôi trồng,BIOLOGY_001 aboutTaxon Generic_Shrimp; BIOLOGY_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0444,taxon-location-production mode,document_taxon_location_context,document,FAO_001,candidateHasTaxonLocationContext,taxon_location_pair,shrimp | Toàn cầu,FAO_001 aboutTaxon Generic_Shrimp; FAO_001 aboutLocation Global,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0445,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_001,candidateHasTaxonProductionModeContext,taxon_mode_pair,shrimp | Nuôi trồng,FAO_001 aboutTaxon Generic_Shrimp; FAO_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0446,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_001,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,shrimp | Toàn cầu | Nuôi trồng,FAO_001 aboutTaxon Generic_Shrimp; FAO_001 aboutLocation Global; FAO_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0447,taxon-location-production mode,document_taxon_location_context,document,FAO_001,candidateHasTaxonLocationContext,taxon_location_pair,Tôm thẻ chân trắng | Toàn cầu,FAO_001 aboutTaxon Tom_the_chan_trang; FAO_001 aboutLocation Global,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0448,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_001,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm thẻ chân trắng | Nuôi trồng,FAO_001 aboutTaxon Tom_the_chan_trang; FAO_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0449,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_001,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm thẻ chân trắng | Toàn cầu | Nuôi trồng,FAO_001 aboutTaxon Tom_the_chan_trang; FAO_001 aboutLocation Global; FAO_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0450,taxon-location-production mode,document_taxon_location_context,document,FAO_001,candidateHasTaxonLocationContext,taxon_location_pair,Tôm sú | Toàn cầu,FAO_001 aboutTaxon Tom_su; FAO_001 aboutLocation Global,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0451,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_001,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm sú | Nuôi trồng,FAO_001 aboutTaxon Tom_su; FAO_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0452,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_001,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm sú | Toàn cầu | Nuôi trồng,FAO_001 aboutTaxon Tom_su; FAO_001 aboutLocation Global; FAO_001 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0453,taxon-location-production mode,document_taxon_location_context,document,FAO_002,candidateHasTaxonLocationContext,taxon_location_pair,Tôm sú | Ấn Độ,FAO_002 aboutTaxon Tom_su; FAO_002 aboutLocation India,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0454,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_002,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm sú | Nuôi trồng,FAO_002 aboutTaxon Tom_su; FAO_002 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0455,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_002,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm sú | Ấn Độ | Nuôi trồng,FAO_002 aboutTaxon Tom_su; FAO_002 aboutLocation India; FAO_002 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0456,taxon-location-production mode,document_taxon_location_context,document,FAO_002,candidateHasTaxonLocationContext,taxon_location_pair,shrimp | Ấn Độ,FAO_002 aboutTaxon Generic_Shrimp; FAO_002 aboutLocation India,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0457,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_002,candidateHasTaxonProductionModeContext,taxon_mode_pair,shrimp | Nuôi trồng,FAO_002 aboutTaxon Generic_Shrimp; FAO_002 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0458,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_002,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,shrimp | Ấn Độ | Nuôi trồng,FAO_002 aboutTaxon Generic_Shrimp; FAO_002 aboutLocation India; FAO_002 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0459,taxon-location-production mode,document_taxon_location_context,document,FAO_003,candidateHasTaxonLocationContext,taxon_location_pair,shrimp | VIệt Nam,FAO_003 aboutTaxon Generic_Shrimp; FAO_003 aboutLocation Vietnam,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0460,taxon-location-production mode,document_taxon_location_context,document,FAO_003,candidateHasTaxonLocationContext,taxon_location_pair,shrimp | Mỹ Latin,FAO_003 aboutTaxon Generic_Shrimp; FAO_003 aboutLocation Latin_America,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0461,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_003,candidateHasTaxonProductionModeContext,taxon_mode_pair,shrimp | Nuôi trồng,FAO_003 aboutTaxon Generic_Shrimp; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0462,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_003,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,shrimp | VIệt Nam | Nuôi trồng,FAO_003 aboutTaxon Generic_Shrimp; FAO_003 aboutLocation Vietnam; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0463,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_003,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,shrimp | Mỹ Latin | Nuôi trồng,FAO_003 aboutTaxon Generic_Shrimp; FAO_003 aboutLocation Latin_America; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0464,taxon-location-production mode,document_taxon_location_context,document,FAO_003,candidateHasTaxonLocationContext,taxon_location_pair,Tôm sú | VIệt Nam,FAO_003 aboutTaxon Tom_su; FAO_003 aboutLocation Vietnam,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0465,taxon-location-production mode,document_taxon_location_context,document,FAO_003,candidateHasTaxonLocationContext,taxon_location_pair,Tôm sú | Mỹ Latin,FAO_003 aboutTaxon Tom_su; FAO_003 aboutLocation Latin_America,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0466,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_003,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm sú | Nuôi trồng,FAO_003 aboutTaxon Tom_su; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0467,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_003,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm sú | VIệt Nam | Nuôi trồng,FAO_003 aboutTaxon Tom_su; FAO_003 aboutLocation Vietnam; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0468,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_003,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm sú | Mỹ Latin | Nuôi trồng,FAO_003 aboutTaxon Tom_su; FAO_003 aboutLocation Latin_America; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0469,taxon-location-production mode,document_taxon_location_context,document,FAO_003,candidateHasTaxonLocationContext,taxon_location_pair,Tôm thẻ chân trắng | VIệt Nam,FAO_003 aboutTaxon Tom_the_chan_trang; FAO_003 aboutLocation Vietnam,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0470,taxon-location-production mode,document_taxon_location_context,document,FAO_003,candidateHasTaxonLocationContext,taxon_location_pair,Tôm thẻ chân trắng | Mỹ Latin,FAO_003 aboutTaxon Tom_the_chan_trang; FAO_003 aboutLocation Latin_America,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0471,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_003,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm thẻ chân trắng | Nuôi trồng,FAO_003 aboutTaxon Tom_the_chan_trang; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0472,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_003,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm thẻ chân trắng | VIệt Nam | Nuôi trồng,FAO_003 aboutTaxon Tom_the_chan_trang; FAO_003 aboutLocation Vietnam; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0473,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_003,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm thẻ chân trắng | Mỹ Latin | Nuôi trồng,FAO_003 aboutTaxon Tom_the_chan_trang; FAO_003 aboutLocation Latin_America; FAO_003 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0474,taxon-location-production mode,document_taxon_location_context,document,FAO_004,candidateHasTaxonLocationContext,taxon_location_pair,aquatic animals | Toàn cầu,FAO_004 aboutTaxon Generic_AquaticTaxon; FAO_004 aboutLocation Global,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0475,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_004,candidateHasTaxonProductionModeContext,taxon_mode_pair,aquatic animals | Nuôi trồng,FAO_004 aboutTaxon Generic_AquaticTaxon; FAO_004 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0476,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_004,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,aquatic animals | Toàn cầu | Nuôi trồng,FAO_004 aboutTaxon Generic_AquaticTaxon; FAO_004 aboutLocation Global; FAO_004 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0477,taxon-location-production mode,document_taxon_location_context,document,FAO_004,candidateHasTaxonLocationContext,taxon_location_pair,fish | Toàn cầu,FAO_004 aboutTaxon Generic_Fish; FAO_004 aboutLocation Global,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0478,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_004,candidateHasTaxonProductionModeContext,taxon_mode_pair,fish | Nuôi trồng,FAO_004 aboutTaxon Generic_Fish; FAO_004 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0479,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_004,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,fish | Toàn cầu | Nuôi trồng,FAO_004 aboutTaxon Generic_Fish; FAO_004 aboutLocation Global; FAO_004 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0480,taxon-location-production mode,document_taxon_location_context,document,FAO_004,candidateHasTaxonLocationContext,taxon_location_pair,shrimp | Toàn cầu,FAO_004 aboutTaxon Generic_Shrimp; FAO_004 aboutLocation Global,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0481,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_004,candidateHasTaxonProductionModeContext,taxon_mode_pair,shrimp | Nuôi trồng,FAO_004 aboutTaxon Generic_Shrimp; FAO_004 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0482,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_004,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,shrimp | Toàn cầu | Nuôi trồng,FAO_004 aboutTaxon Generic_Shrimp; FAO_004 aboutLocation Global; FAO_004 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0483,taxon-location-production mode,document_taxon_location_context,document,FAO_005,candidateHasTaxonLocationContext,taxon_location_pair,Tôm thẻ chân trắng | Mỹ Latin,FAO_005 aboutTaxon Tom_the_chan_trang; FAO_005 aboutLocation Latin_America,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
SRC_0484,taxon-location-production mode,document_taxon_production_mode_context,document,FAO_005,candidateHasTaxonProductionModeContext,taxon_mode_pair,Tôm thẻ chân trắng | Nuôi trồng,FAO_005 aboutTaxon Tom_the_chan_trang; FAO_005 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level taxon and production mode facts.
SRC_0485,taxon-location-production mode,document_taxon_location_production_mode_context,document,FAO_005,candidateHasTaxonLocationModeContext,taxon_location_mode_tuple,Tôm thẻ chân trắng | Mỹ Latin | Nuôi trồng,FAO_005 aboutTaxon Tom_the_chan_trang; FAO_005 aboutLocation Latin_America; FAO_005 documentProductionMode Aquaculture,high,false,candidate only; manual review required,,Direct document-level combined context.
SRC_0486,taxon-location-production mode,document_taxon_location_context,document,FAO_005,candidateHasTaxonLocationContext,taxon_location_pair,shrimp | Mỹ Latin,FAO_005 aboutTaxon Generic_Shrimp; FAO_005 aboutLocation Latin_America,high,false,candidate only; manual review required,,Direct document-level taxon and location facts.
